Location Names,Po. de la Compañía,Po. de la Compañía
Location Ids,61.0,61.0
Time,H.obs,Q.obs
2022-08-21 13:30:00,0.55,1.7
2022-08-21 14:00:00,0.55,1.7
2022-08-21 14:30:00,0.55,1.7
2022-08-21 15:00:00,0.55,1.7
2022-08-21 15:30:00,0.55,1.7
2022-08-21 16:00:00,0.55,1.7
2022-08-21 16:30:00,0.55,1.7
2022-08-21 17:00:00,0.55,1.7
2022-08-21 17:30:00,0.55,1.7
2022-08-21 18:00:00,0.55,1.7
2022-08-21 18:30:00,0.55,1.7
2022-08-21 19:00:00,0.55,1.7
2022-08-21 19:30:00,0.55,1.7
2022-08-21 20:00:00,0.55,1.7
2022-08-21 20:30:00,0.55,1.7
2022-08-21 21:00:00,0.55,1.7
2022-08-21 21:30:00,0.55,1.7
2022-08-21 22:00:00,0.55,1.7
2022-08-21 22:30:00,0.55,1.7
2022-08-21 23:00:00,0.55,1.7
2022-08-21 23:30:00,0.54,1.56
2022-08-22 00:00:00,0.55,1.7
2022-08-22 00:30:00,0.54,1.56
2022-08-22 01:00:00,0.54,1.56
2022-08-22 01:30:00,0.54,1.56
2022-08-22 02:00:00,0.54,1.56
2022-08-22 02:30:00,0.54,1.56
2022-08-22 03:00:00,0.54,1.56
2022-08-22 03:30:00,0.54,1.56
2022-08-22 04:00:00,0.54,1.56
2022-08-22 04:30:00,0.54,1.56
2022-08-22 05:00:00,0.54,1.56
2022-08-22 05:30:00,0.54,1.56
2022-08-22 06:00:00,0.54,1.56
2022-08-22 06:30:00,0.54,1.56
2022-08-22 07:00:00,0.54,1.56
2022-08-22 07:30:00,0.54,1.56
2022-08-22 08:00:00,0.54,1.56
2022-08-22 08:30:00,0.54,1.56
2022-08-22 09:00:00,0.54,1.56
2022-08-22 09:30:00,0.54,1.56
2022-08-22 10:00:00,0.54,1.56
2022-08-22 10:30:00,0.54,1.56
2022-08-22 11:00:00,0.54,1.56
2022-08-22 11:30:00,0.54,1.56
2022-08-22 12:00:00,0.54,1.56
2022-08-22 12:30:00,0.54,1.56
2022-08-22 13:00:00,0.54,1.56
2022-08-22 13:30:00,0.54,1.56
2022-08-22 14:00:00,0.54,1.56
2022-08-22 14:30:00,0.54,1.56
2022-08-22 15:00:00,0.54,1.56
2022-08-22 15:30:00,0.54,1.56
2022-08-22 16:00:00,0.54,1.56
2022-08-22 16:30:00,0.54,1.56
2022-08-22 17:00:00,0.54,1.56
2022-08-22 17:30:00,0.54,1.56
2022-08-22 18:00:00,0.54,1.56
2022-08-22 18:30:00,0.54,1.56
2022-08-22 19:00:00,0.54,1.56
2022-08-22 19:30:00,0.54,1.56
2022-08-22 20:00:00,0.54,1.56
2022-08-22 20:30:00,0.54,1.56
2022-08-22 21:00:00,0.54,1.56
2022-08-22 21:30:00,0.54,1.56
2022-08-22 22:00:00,0.54,1.56
2022-08-22 22:30:00,0.53,1.42
2022-08-22 23:00:00,0.54,1.56
2022-08-22 23:30:00,0.53,1.42
2022-08-23 00:00:00,0.54,1.56
